cod_individuo;num_apolices_ativas;tipo_cobertura;valor_premio_anual;tempo_cliente_dias;data_primeira_apolice;num_produtos_contratados;valor_cobertura_total;franquia_media;canal_aquisicao;pagamento_em_dia;desconto_aplicado_pct;metodo_pagamento
IND-221302675025;1;  ;R$ 1.413,67;3744.0;2016-03-01;4;107.652,38;1547.35;Agente;S;0.038;PIX
IND-221300783501;1;Std; ;2813.0;18 Sep 2018;5;181.718,96;919.35;Digital;Sim;0.038;Boleto Bancario
IND-221301986073;4;Básica;R$ 1.128,05;2934.0;2018-05-20;1;R$ 142.692,36;R$ 617;Agente;0;0.177;Cartao
IND-221301319492;1;Prem.;R$ 862,10;5787.0;2010/7/28;#N/D;207.531,65;R$697,18;Digital;Atrasado;0.081;boleto
IND-221300878867;1;Std;1.551,33; ;02-10-2013;4;206946.78;R$ 1.721,15;Telefone;Em dia;0.064;debito
IND-221302384744;4;basica;1227.18;1854.0;05-04-2021;1; ;R$ 726,71;Digital;Sim;0.127;Cartao_Credito
IND-221302967181;3;Básica;;2867.0;2018/7/26;1;R$ 83.388,22;R$956,35;  Agente;OK;0.16;Cartão
IND-221300205402;3;Basic;R$ 690,62;569.0;11-09-2024;1;138.674,81;R$ 741,72;Agente;OK;0.106;DEB AUTO
IND-221300195085;1;Plus;R$ 1.266,86;1247.0;2023-01-01;5;191.743,43;1.313,14;Digital;OK;0.019;Debito Automatico
IND-221302722696;NA;NULL;R$ 1.429;1451.0;2022-06-11;5;172144.43;R$1.170,79;Agente;Sim;0.059;pix
IND-221300431133;2;Básica;919.11;681.0;20 Jul 2024;1;R$ 126.170,22;643.21;Digital;1;0.074;DEB AUTO
IND-221303212746;N/A;Padrao;R$1.008,74;1361.0;2022-09-09;3;R$ 220.103,93;813.68;Indicacao;Em dia;0.074;Boleto Bancario
IND-221302042706;4;-;1118.0;3251.0;2017-07-07;1;R$138.780,15;R$1.178,69;Telefone;Em dia;0.154;Cartao
IND-221300098328;4;Padrão;988.27;30.0;2026/5/2;2;282742.63;R$1.167,54;Digital  ;;0.189;Debito Automatico
IND-221301094729;1;Plus;-;4835.0;2013-03-06;5;R$ 111.275,00;709.62;Telefone;OK;0.025;debito
IND-221300879420;2;Basic;R$ 1.279,96;1328.0;2022/10/12;2;R$ 129.493,14;1187.38;  Telefone;S;0.082;Boleto
IND-221301319202;1;Prem.;N/A;4769.0;2013-05-11;?;148.776,43;R$ 878,05;Digital;Sim;0.001;Debito Automatico
IND-221301299951;1;Prem.;1089.49;3904.0;23/09/2015;4;R$ 157.022;510.05;Agente;Em dia;0.053;BOL
IND-221302514993;4;basica;R$ 1.338;1449.0;13 Jun 2022;1;128.988,88;R$ 1.215,88;Digital;OK;#N/D;boleto
IND-221302743440;4;Basic;1142.10;43.0;04-19-2026;1;R$133.349,30;1.227,15;Telefone;OK;0.133;Boleto Bancario
IND-221301711435;2;PADRAO;R$902,27;604.0;10-05-2024;2;R$ 999.999.999,00;R$ 1.058,34;Digital;1;0.058;PIX
IND-221300404988;2;Padrao;R$ 1.459,93;5453.0;27/06/2011;2;137.819,81;R$ 1.394;Agente; ;0.081;boleto
IND-221302348983;1;Padrao;R$ 1.464,36;1681.0;2021-10-24;6;152.339,99;1202.22;Agente;OK;0.027;Cartao_Credito
IND-221300874410;1;Básica;1.119,03;5353.0;2011-10-05;4;R$ 184.750,22;R$ 481,96;Indicacao;0;0.055;BOL
IND-221303010370;4;padrao;R$1.456,02;1155.0; ;1;117223.42;R$785,12;Agente;S;0.17;PIX
IND-221303089535;1;Plus;1208.26;3731.0;2016/3/14;5;176.511,79;R$652,80;Digital;Sim;0.049;Boleto Bancario
IND-221300488415;3;basica;R$ 1.260,59;901.0;13/12/2023;1;74903.9;R$ 658,53;Digital;OK;NULL;PIX
IND-221302605668;1;premium;R$902,79;5402.0;2011-08-17;5;R$ 164.838;R$ 668,32;Digital;OK;0.077;pix
IND-221303007848;3;BASICA;R$1.445,73;3183.0;2017/9/13;1;R$ 86.763,04;R$ 1.406,49;Agente;Sim;0.136;PIX
IND-221300022470;2;premium;R$ 1.352,83;2941.0;13 May 2018;2;130.148,84;R$1.608,14;Digital;1;0.076;Cartão
IND-221300277755;3;Std;1889.12;1472.0;2022-05-21;3;R$ 199.387,03;R$ 827,63;Telefone;1;0.145;DEB AUTO
IND-221302838653;2;PADRAO;1373.41;3172.0;24/09/2017;2;R$ 125.528,80;598.3;Digital;Em dia;0.085;Cartao_Credito
IND-221302775271;1;padrao;R$1.019,70;2103.0;28/08/2020;4;R$ 146.812,13;863.74;null;S;0.041;BOL
IND-221300005767;1; ;R$ 1.108;4165.0;05 Jan 2015;4;R$196.159,27;1288.05; Telefone;S;0.026;Pix
IND-221300876173;4;Std;1120.26;1715.0;09-20-2021;1;99333.11;519,53;Digital;1;0.148;PIX
IND-221300882993;1;Plus;R$ 1.386,75;4440.0;-;5;R$140.843,61;R$ 1.569,76;Agente;OK;0.039;Boleto
IND-221300425789;1;Premium;R$901,72;2782.0;2018/10/19;3;null;988.97;Digital  ;S;0.037;Boleto
IND-221301599022;4;Std;R$ 1.143,69;1003.0;2023-09-02;1;R$ 121.587,09;R$ 737,26;Indicacao;S;0.166;DEB AUTO
IND-221301235809;3;Básica;1.079,74;2067.0;2020/10/3;2;R$182.583,57;?;Indicacao  ;NULL;0.139;Cartão
IND-221303006257;2;PREMIUM;R$ 1.195,66;1951.0;27/01/2021;2;154274.91;R$ 1.335;Agente;Sim;NULL;Cartao_Credito
IND-221302146467;3;Basica;R$2.493,24;2318.0;2020/1/26;1;R$ 168.833;R$ 713,79;Agente;OK;0.14;debito
IND-221303137011;1;N/A;833,94;1231.0;17 Jan 2023;4;142234.1;592.34;Telefone;;0.073;boleto
IND-221303021926;1;PREMIUM;1.229,67;1133.0;2023/4/25;  ;270.441,39;579.02; ;Sim;0.033;Debito Automatico
IND-221301273059;4;Basica;1297.91;314.0;07-22-2025;1;120534.33;1.139,20;Digital;N;0.155;Debito_Auto
IND-221303305557;1;premium;1139.99;2696.0;2019/1/13;4;R$146.705,77;R$ 921,66;  Digital;Em dia;0.054;Debito_Auto
IND-221300063000;1;Padrão;4156.62;2884.0;09/07/2018;5;155826.85;R$1.297,76;Agente;Sim;0.032;Debito_Auto
IND-221302496025;1;Padrao;R$ 1.005;3730.0;2016/3/15;3;109408.06;518,99;Indicacao;Em dia;0.065;Debito_Auto
IND-221300775106;2;#N/D;1301.65;4979.0;#N/D;2;168798.37;603.46;Agente;S;0.05;Debito Automatico
IND-221300824722;2;PREMIUM;1048.1;1000.0;NA;2;149728.58;1008.76;Agente  ;OK;0.088;boleto
IND-221301546790;4;Std;1269.61;2103.0;28/08/2020;  ;R$ 140.429,02;710.83;  Indicacao;Em dia;0.159;Debito_Auto
IND-221301011034;1;padrao;R$ 1.224;4041.0;09/05/2015; ;R$ 191.416,79;R$ 870,32;Digital;1;0.048;Cartao_Credito
IND-221303037568;1;Premium;R$ 1.065,36;3952.0;2015/8/6;4;146703.31;R$ 1.180,43;Agente  ;Sim;0.038;boleto
IND-221301280593;3;Padrao;744.17;2106.0;25/08/2020;1;120.449,13;-;NULL;OK;0.115;boleto
IND-221301062103;2;PADRAO;1.375,46;1240.0;01-08-2023;1;62193.64;R$1.560,08;Telefone;Em dia;0.078;DEB AUTO
IND-221302875764;3;basica;R$ 857,03;312.0;07-24-2025;1;R$ 125.695,61;1010.24;Telefone;Em dia;0.095;
IND-221302769332;2;  ;1064.16;1601.0;01-12-2022;2;123.754,25;792.49;Telefone  ;Em dia;0.096;Debito_Auto
IND-221302877080;4;Basica;1460.49;1194.0; ;1;R$ 85.520,47;R$ 1.280,14;Telefone;1;0.159;DEB AUTO
IND-221300448780;4;Padrão;R$ 1.884,52;1333.0;10-07-2022;1;128753.9;R$1.407,44;Indicacao;1;0.176;DEB AUTO
IND-221302479747;1;Básica;618,89;4326.0;?;2;121.404,39;708.13;Digital;S;0.025;Debito_Auto
IND-221300559373;4;basica;R$ 1.052,40;97.0;  ;1;NA;794,97;Agente ;OK;0.138;PIX
IND-221301964472;1;Padrão;1207.4;4870.0;30/01/2013;4;123603.28;1050.5;Digital;1;0.023;debito
IND-221301835481;1;Plus;1.063,54;3441.0;2016-12-29;5;197.508,49;1085.96; Telefone;Sim;0.042;debito
IND-221301431458;2;premium;1050.37;670.0;07-31-2024;2;R$ 151.653,46;1159.05;N/A;S;0.114;Debito_Auto
IND-221302025867;1;premium;997.98;30.0;-;4;144775.23;1006.79;Digital ;S;0.034;Debito_Auto
IND-221302556058; ;Std;R$ 1.773,12;3116.0;2017-11-19;6;153334.78;R$ 1.013,77;Agente;Em dia;0.036;Cartão
IND-221301401921;4;padrao;1.695,80;887.0;2023-12-27;1;119450.9;1882.73;Telefone;1;0.137;debito
IND-221300674783;2;Padrao;1.594,97;4430.0;15/04/2014;1;R$ 76.098,15;R$ 1.726,29;  ;S;0.054;Cartão
IND-221302871195;2;PADRAO;R$ 1.351,97;2086.0;14 Sep 2020;1;R$70.093,10;1319.57;Agente;S;0.091;debito
IND-221302241923;1;Std;1.228,28;4187.0;14/12/2014;5;R$ 220.448,10;R$ 537;#N/D;1;0.009;DEB AUTO
IND-221302315841;3;BASICA;R$ 2.218,35;4203.0;2014-11-28;1;R$133.482,25;1607.27;#N/D;1;0.135; 
IND-221300080347;3;basica;R$1.336,56;3413.0;26 Jan 2017;1;R$114.790,70;1472.32;Telefone;1;0.116;Boleto Bancario
IND-221300308358;3;Std;R$ 1.868;2061.0;09 Oct 2020;2;R$143.353,59;R$ 1.938,55;Digital;Sim;0.118;Pix
IND-221300081746;1;Plus;R$ 989,58;747.0;2024-05-15;4;R$124.839,70;-;Agente;1;0.033;Cartao
IND-221300655692;2;Padrao;1322.12;4511.0;01-24-2014;2;146877.76;940.69;Telefone;OK;0.083;CC
IND-221302973157;5;Basica;R$1.769,07;380.0;17/05/2025;1;R$170.264,17;R$ 1.703,11;Agente;S;0.205;Cartao_Credito
IND-221302053501;1;Plus;R$ 1.649,52;2716.0;24/12/2018;5;R$ 150.150,60;1046.71;Telefone ;Em dia;0.058;pix
IND-221301430021;5;Padrão;1.641,08;1884.0;2021-04-04;1;R$ 184.210,42;R$ 745,43;Agente;Sim;0.184;PIX
IND-221301818812;2;?;R$1.370,82;1821.0;06 Jun 2021;2;R$ 150.354,16;R$ 1.333,24;Agente;1;0.077;
IND-221301379816;1;Plus;R$998,43;3236.0;2017/7/22;4;149090.68;R$1.184,73;  Agente;S;0.011;Cartão
IND-221302069125;1;Std;904,79;3460.0;2016/12/10;4;203128.5;592.24;Digital;Em dia;0.02;CC
IND-221302102720;2;Padrao;1150.2;2613.0;2019-04-06;2;R$ 131.457,81;R$ 818,58;Telefone;S;0.068;?
IND-221300570854;3;Std;1997.33;5619.0;12 Jan 2011;2;R$ 146.380,68;1.967,12;Indicacao;Em dia;0.17;Debito_Auto
IND-221300831668;1;Prem.;1191.99;1716.0;09-19-2021;?;137079.38;1078.59;Agente;Em dia;0.016;-
IND-221300001043;1;Prem.;R$1.256,73;3072.0;02/01/2018;4;R$ 129.181,04;1091.91;  Digital;1;0.033;Cartao
IND-221300606407;3;Std;NULL;1561.0;02-21-2022;2;126352.87;R$1.527,60;Agente;Sim;0.125;Debito Automatico
IND-221301239072;2;Std;R$ 974,86;4192.0;2014-12-09;2;R$161.798,08;450,63;Agente;Em dia;0.078;DEB AUTO
IND-221303002723;2;Básica;R$859,26;2141.0;07-21-2020;1;R$111.543,96;374.94;Agente ;1;0.106;NULL
IND-221302635433;1;Prem.;1196.92;4176.0;12-25-2014;5;181640.56;R$ 1.292,59;Agente;S;0.069;BOL
IND-221300630396;3;Padrao;1.108,80;1475.0;18 May 2022;1;130.792,69;R$ 858,21;Indicacao;Em dia;0.126;
IND-221303081308;1;padrao;R$ 976;6540.0;NA;4;R$178.249,58;R$ 494,96;Digital;1;0.018;N/A
IND-221303057065;1;Padrao;R$ 1.531,49;2723.0;2018-12-17;5;R$ 153.947,60;R$ 901;Digital  ;S;0.029;Cartao_Credito
IND-221303279853;4;premium;1849.05;1451.0;11/06/2022;1;123.936,39;R$ 1.398;Telefone;1;0.153;N/A
IND-221302565567;1;padrao;R$ 613,36;2277.0;2020-03-07;1;R$84.504,59;R$ 541,80;Agente  ;Em dia;0.006;Debito Automatico
IND-221301475033;2;Basic;R$ 1.161,32;2110.0;08-21-2020;1;87821.65;R$686,62;Telefone;S;0.061;Debito Automatico
IND-221301606299;2;Basica;R$1.495,57;2413.0;2019/10/23;2;R$ 125.930,58;R$ 1.132,44;Telefone;Em dia;0.094;DEB AUTO
IND-221300677798;4;BASICA;R$ 1.139;1459.0;03 Jun 2022;1;R$ 130.444,95;938.76;Agente;1;0.151;debito
IND-221301408539;null;PADRAO;R$ 1.022;-30.0;2020-10-02;1;120835.98;1061.07;Agente;Sim;0.172;Debito Automatico
IND-221302340499;1;PREMIUM;R$ 1.323,08;2195.0;NULL;5;141436.39;R$ 1.422,77;Agente;OK;0.027;Cartão
IND-221302577400;2;Prem.;R$ 1.412,12;2476.0;21 Aug 2019;2;124255.83;R$1.202,39;Agente;S;0.099;#N/D
IND-221301163408;1;PADRAO;951.93;NULL;15 Aug 2016;4;126590.42;486.21;Agente;S;0.055;Debito_Auto
IND-221300906407;3;Padrão;764,59;2416.0;20/10/2019;1;152.223,93;866.16;null;Sim;0.127;boleto
IND-221302773182;;Std;3.992,34;586.0;-;NA;R$120.675,72;1583.91;Agente;1;0.138;Debito Automatico
IND-221302607402;5;Padrao;R$1.583,34;1593.0;2022/1/20;1;129053.79;702.80;  Digital;OK;0.202;pix
IND-221302890684;1;Padrao;R$ 1.117;NULL;26/11/2015;4;183974.13;1084.85;Digital;Em dia; ;Debito_Auto
IND-221300070585;1;PREMIUM;3.495,87;3392.0;16/02/2017;4;184.471,58;R$ 996,53;Agente;1;0.052;DEB AUTO
IND-221301861626;1;Plus;R$ 1.556;1897.0;22 Mar 2021;5;R$149.589,08;R$ 934,44;Digital;Em dia;0.013;Debito Automatico
IND-221303191819;1;Padrao;R$1.396,60;4661.0;27/08/2013;6;R$183.583,79;R$ 1.284;Digital;S;  ;Debito Automatico
IND-221301363663;4;Prem.;NULL;851.0;2024/2/1;1;146101.75;R$ 1.229,11;Indicacao;S;0.124;Boleto
IND-221301107095;2;PREMIUM;3.353,16;5489.0;22/05/2011;6;R$218.324,89;2741.65; Digital;OK;  ;BOL
IND-221302134119;3;Básica;1326.53;1135.0;04-23-2023;1;R$ 381.273,92;1026.29;Agente;1;0.134;BOL
IND-221301588159;null;PREMIUM;1.202,45;2530.0;2019/6/28;2;R$ 131.244,85;R$ 1.152;Agente;1;0.069;Cartao
IND-221302408717;1;PADRAO;451.98;2939.0;15/05/2018;2;598.257,72;443.49;Digital;Em dia;0.047;DEB AUTO
IND-221301760722;4;null;877.63;1498.0;2022-04-25;1;R$130.487,29;R$636,98;Indicacao;Sim;0.117;debito
IND-221303089136;1;Padrao;1.072,73;5004.0;2012-09-18;3;R$999.999.999,00;879.68;Agente;OK;0.016;Debito_Auto
IND-221302319403;5;Std;1795.79;339.0;27/06/2025;1;151173.42;R$ 806,22;  Digital;Sim;0.194;debito
IND-221302418315;1;Prem.;R$ 1.074,71;3955.0;2015/8/3;5;R$ 218.591,89;784.16;Agente;Em dia;0.024;Cartão
IND-221302985782;3;Basic;N/A;860.0;01-23-2024;1;R$99.585,61;497.23;Agente;Em dia;0.119;BOL
IND-221300783955;1;Basic;R$ 1.276,52;?;07/07/2016;4;?;R$604,86;  Digital;S;0.054;DEB AUTO
IND-221301703730;1;Premium;1194.39;963.0;10-12-2023;4;159815.76;945.55;  Digital;S;0.027;Cartao_Credito
IND-221300814766;3;Básica;R$1.062,06;2500.0;28 Jul 2019;1;113.139,89;743,11;Digital;OK;0.125;boleto
IND-221302839901;2;Padrão;R$ 1.073,31;847.0;2024-02-05;2;120.074,48;R$ 1.082;Digital;-;0.085;PIX
IND-221303050732;4;basica;1.009,86;30.0;05-02-2026;1;R$142.510,99;R$826,06;Digital;1;0.156;Cartão
IND-221302716059;2;basica;R$ 1.395,34;3581.0;2016/8/11;2;R$113.322,10;R$ 955,22;  Digital;Em dia;0.122;Cartao
IND-221302891975;1;;R$937,98;3864.0;02 Nov 2015;4;122726.42;R$ 492,29;Digital;Em dia;?;Boleto
IND-221301042539;1;Basica;R$ 3.286,44;3569.0;2016-08-23;4;R$171.408,66;R$1.286,40;Agente  ;S;0.0;Debito_Auto
IND-221302937368;4;PADRAO;null;1332.0;2022-10-08;1;R$122.957,22;R$ 802,08;Telefone;Em dia;0.168;PIX
IND-221302045020;1;PREMIUM;1330.09;3332.0;17 Apr 2017;5;R$ 170.840,66;R$ 644;Digital;OK;0.023;Pix
IND-221300963297;1;Premium;null;2942.0;2018-05-12;3;134.569,14;R$ 657,82;Telefone ;OK;0.0;Boleto
IND-221300836341;1;PREMIUM;1387.45;1255.0;2022-12-24;4; ;1536.37;Agente;Em dia;0.039;boleto
IND-221302682686;3;Básica;R$ 1.424,49;2162.0;2020-06-30;1;115820.69;R$ 1.519,56;Agente;S;0.161;-
IND-221302930695;4;Basic;?;1459.0;03/06/2022;1;97324.88;2405.88;Agente;OK;0.172;Boleto Bancario
IND-221302949815;2;PADRAO;1259.34;1217.0;-;2;170675.19;1.354,01;Digital;Em dia;0.085;Boleto Bancario
IND-221300545025;4;Básica;1.114,49;30.0;2026/5/2;1;R$ 131.131,45;R$ 1.049,79;Digital;S;0.125;DEB AUTO
IND-221302169522;2;Basica;R$1.289,02;1078.0;2023-06-19;2;139.458,29;1.516,28;Indicacao;S;0.061;Debito Automatico
IND-221300593796;1;PREMIUM;1.274,47;null;19/09/2017;4;104.302,04;520.4;Indicacao  ;OK;0.044;Cartao
IND-221302910975;5;Básica;R$1.416,33;2127.0;2020/8/4;1;117.354,51;R$1.693,40;Agente;1;0.202;PIX
IND-221302111919;2;Basic;R$863,68;2609.0;04-10-2019;2;R$ 191.412,99;590.40;Agente;OK;0.084;Debito_Auto
IND-221302694154;2;premium;1.090,16;2749.0;11-21-2018;3;172593.19;R$ 797,07;Telefone;OK;0.106;
IND-221300281565;1;Plus;R$ 1.151,16;2505.0;2019/7/23;-;145.550,23;499,04;Indicacao;OK;0.046;Cartao_Credito
IND-221301410081;4;Básica;R$1.992,86;3336.0;13/04/2017;1;119186.94;1610.20;Agente;1;0.172;Cartao
IND-221301156552;1;Plus;1.142,16;2130.0;2020/8/1;4;R$ 117.391;R$ 573,01;Digital  ;OK; ;pix
IND-221301010843;1;Std;R$1.341,74;2056.0;14/10/2020;5;150588.48;R$1.096,46;Telefone;;0.015;debito
IND-221301711679;2;Padrão;R$1.441,50;3718.0;27 Mar 2016;3;249011.27;1682.87;Digital;Sim;0.114;Pix
IND-221301675285;2; ;R$ 1.120,98;1286.0;23 Nov 2022;1;106293.82;1342.32;  Digital;Sim;0.098;pix
IND-221300052923;1;PADRAO;1124.76;4827.0;14 Mar 2013;5;R$ 174.436,79;-;Indicacao;Em dia;0.037;debito
IND-221300161245;1;Prem.;1529.85;1654.0;11-20-2021;null;R$ 149.082,97;1115.93; ;S;0.025;PIX
IND-221302070765;1;Std;1.566,76;2468.0;08-29-2019;5;214918.3;R$ 1.403,07;Digital;OK;-;PIX
IND-221301883794;-;Básica;R$1.235,79;2591.0;2019/4/28;2;R$255.122,18;1.047,60;Indicacao;1;0.174;BOL
IND-221302728264;2;BASICA;988.31;1913.0;06/03/2021;1;R$106.866,40;723.90;Telefone;N;0.09;boleto
IND-221301448180;3;Std;R$1.564,51;2689.0;20/01/2019;2;R$ 120.707,76;R$ 1.528;Agente;OK;0.148;Cartão
IND-221301002807;2;Std;R$ 1.022;2386.0;2019-11-19;2;R$ 150.996,68;R$611,88; Agente;Em dia;0.087;PIX
IND-221302739276;1;Padrão;R$1.197,94;1365.0;2022/9/5;?;144.725,04;1428.04;Agente  ;Em dia;0.052;pix
IND-221300576748;1;BASICA;1141.09;3602.0;21 Jul 2016;4;R$ 150.194,49;983.29;Agente;S;0.019;BOL
IND-221300006445;3;padrao;1345.66;2570.0;2019/5/19;1;  ;R$ 1.259;NULL;Sim;0.13;Debito_Auto
IND-221300563548;1;Premium;R$ 1.091,11;2481.0;16/08/2019;5;R$ 195.448,48;R$ 973,71;Telefone;Em dia;0.031;Boleto Bancario
IND-221302601795;3;Basic;R$ 1.361,84;738.0;05-24-2024;1;-;R$ 605,39;Digital;S;0.099;BOL
IND-221301919046;1;Std;R$ 577,03;1077.0;20/06/2023;3;R$214.141,17;R$ 611,35;Digital;S;0.034;Cartão
IND-221300065617;4;Basic;1431.11;1948.0;01-30-2021;1;113812.21;R$ 1.289,59;Indicacao;Sim;0.161;debito
IND-221301199868;1;Padrao;R$ 1.216,23;2239.0;2020/4/14;4;R$ 119.542,07;R$774,14;Telefone;S;0.025;CC
IND-221302971670;1;Plus;1.688,80;2708.0;2019-01-01;5;R$ 179.975,27;R$1.869,28;Digital;Sim;0.083;Debito_Auto
IND-221301883415;2;Basic;  ;2868.0;2018/7/25;2;R$ 101.706;R$ 658,09;Telefone;OK;0.066;DEB AUTO
IND-221301164417;2;Plus;R$ 2.546;3070.0;2018-01-04;5;131908.37;R$1.400,78;Agente;?;0.071;NULL
IND-221301861560;1;premium;R$ 1.303,04;4038.0;2015-05-12;5;R$187.059,37;R$ 1.207,08;Digital;1;0.009;Boleto Bancario
IND-221302011839;3;Std;1600.89;30.0;02/05/2026;1;R$ 99.866,31;R$1.476,52;Telefone;N;0.12;Debito Automatico
IND-221303172238;1;Plus;990.21;2599.0;20 Apr 2019;5;R$ 903.206;R$ 1.146,14;Agente;S;0.028;Cartão
IND-221302951572;3;basica;R$ 1.245,15;1708.0;2021/9/27;1;R$ 102.075,52;R$ 649,06;Digital;Em dia;0.107;boleto
IND-221300336403;2;Padrao;R$ 1.438,24;4274.0;18/09/2014; ;R$ 128.031,77;R$ 1.176,63; Agente;Sim;0.094;Debito Automatico
IND-221301700495;2;Padrao;R$ 1.151,41;4058.0;22/04/2015;2;R$ 102.264,83;NULL;Digital;;0.068;pix
IND-221301529860;1;Basica;R$993,95;4126.0;2015/2/13;3;R$ 109.034,62;R$1.072,06;  Digital;Sim;0.013;BOL
IND-221302373498;4;Básica;1048.84;2368.0;07 Dec 2019;2;R$ 290.516,40;R$532,38;Telefone;S;NULL;Cartao
IND-221301857172;2;Padrão;R$ 1.146,10;4117.0;02-22-2015;2;R$ 149.081,67;R$ 1.314,22;Agente;Em dia;0.101;Boleto
IND-221302297969;5;Básica;NULL;2518.0;2019/7/10;1;125195.30;R$ 1.526,55;Telefone;1;0.182;PIX
IND-221302073965;4;Padrão;R$945,42;1188.0;01/03/2023;2;264502.78;R$ 956,42;Agente;NA;0.172;Debito Automatico
IND-221300901614;4;Prem.;NA;2405.0;2019-10-31;1;127849.35;R$ 1.789;Telefone;1;0.165;Boleto Bancario
IND-221300241419;3;premium;1188.61;30.0;2026-05-02;1;R$ 115.403,40;R$ 1.077;Agente ;1;0.124;Debito_Auto
IND-221300933087;5;padrao;1504.79;2457.0;2019-09-09;1;113341.09;R$ 1.156,37;Telefone;OK;0.173;boleto
IND-221300173858;2;premium;R$ 1.368,57;3308.0;11 May 2017;2;139415.93;1533.0;Telefone;1;0.04;Boleto Bancario
IND-221301627501;2;PADRAO;R$ 1.370;935.0;2023-11-09;2;R$ 170.462,56;1.061,42;Indicacao;Em dia;0.07;Cartao_Credito
IND-221303015199;1;PREMIUM;1258.06;4153.0;01-17-2015;4; ;R$ 620,89;Telefone;Sim;0.041;Debito_Auto
IND-221300474007;2;premium;R$1.128,49;1461.0;01/06/2022;2;136.246,70;618,80;  Agente;Em dia;0.069;DEB AUTO
IND-221301494601;1;Plus;NA;2562.0;05-27-2019;4;127.944,83;R$791,29;Agente;Em dia;0.057;Boleto Bancario
IND-221301393282;2;Basica;R$ 677,48;2608.0;;1;109.703,34;R$ 446,28;Telefone;Sim;0.087;boleto
IND-221300398200;2;Basic;1252.1;3446.0;24/12/2016;2;R$175.003,68;1.239,48;Telefone;OK;0.061;Cartao_Credito
IND-221301045000;1;Plus;1293.07;3890.0;2015-10-07;4;R$ 139.888;null;Agente;OK;0.019;Boleto Bancario
IND-221302886313;1;premium;1.123,76;4600.0;2013/10/27;5;R$ 177.034,45;R$912,13;Digital  ;Sim;0.061;boleto
IND-221301321548;2;Padrao;1461.59;2162.0;2020-06-30;2;126628.38;1629.67;Agente;Em dia;0.072;Pix
IND-221302557783;2;Padrão;R$1.344,18;3764.0;2016-02-10;2;136.310,20;R$ 1.345,98;Agente;OK;0.077;debito
IND-221300425466;5;Básica;R$ 1.593,16;749.0;05-13-2024;1;R$ 134.729,66;R$ 1.417,05;Digital;1;0.198;boleto
IND-221300972740;1;premium;R$1.084,11;3598.0;25 Jul 2016;4;R$ 174.112;565,64;Agente  ;Sim;0.026;debito
IND-221301078471;1;PREMIUM;666.78;2027.0;2020-11-12;3;R$ 254.633,90;427,04;Agente;Em dia;0.017;Debito_Auto
IND-221302600654;1;PADRAO;R$ 944,69;3279.0;09 Jun 2017;4;R$ 166.979;R$ 940,72;Indicacao;1;0.053;debito
IND-221302202666;3;padrao;null;2133.0;29/07/2020;1;143.553,95;null;Indicacao;1;0.121;Cartao
IND-221302682126;1;Basica;4.699,08;1554.0;02-28-2022;6;150.930,27;R$1.346,19;Digital ;Sim;0.055;Cartao
IND-221302626047;1;Padrão;R$577,84;3013.0;  ;2;0,01;R$ 337,41;Digital;OK;-;boleto
IND-221300297633;1;PADRAO;R$ 1.313,28;3621.0;2016-07-02;5;R$ 202.768,30;R$1.242,83;Digital;Sim;0.024;debito
IND-221301646664;null;basica;R$ 3.927,03;1031.0;05 Aug 2023;1;109408.02;R$ 1.369,70;Telefone;Sim;0.165;boleto
IND-221302910778;3;Padrao;R$ 1.171,23;3811.0;2015-12-25;1;R$ 113.425;894.85;  Agente;  ;0.109;Cartão
IND-221301124208;2;Padrão;1084.94;4180.0;2014-12-21;2;R$ 149.202,86;1.021,80;Telefone;1;0.063;BOL
IND-221303136706;4;padrao;1.274,91;1123.0;2023-05-05; ;R$ 131.073;1.144,18;Agente;0;0.173;DEB AUTO
IND-221300792819;1;PADRAO;1.116,78;2490.0;2019-08-07;#N/D;159148.07;R$ 663,81;Indicacao ;OK;0.042;DEB AUTO
IND-221300484741;1;premium;1579.47;2933.0;2018-05-21;5;133.190,93;1399.51;Indicacao;Em dia;0.012;Debito Automatico
IND-221300661519;  ;Padrao;R$ 2.024,56;753.0;2024/5/9;1;110015.87;R$ 2.073,56;Indicacao;1;0.207;Debito Automatico
IND-221302417310;1;Prem.;1596.83;3511.0;20/10/2016; ;165856.95;R$ 781,56;Agente;Em dia;0.043;Debito_Auto
IND-221302887557;1;Prem.;NULL;#N/D;2014/8/2;N/A;R$175.033,68;879.19;Telefone;Sim;?;Cartao
IND-221300323536;1;Std;R$ 2.828;5708.0;10-15-2010;4;R$209.066,31;431.41;Agente;S;0.05;PIX
IND-221301477767;4;Std;R$960,31;NA;02/05/2026;1;R$ 153.924,62;R$ 621,99;  Digital;S;N/A;Debito Automatico
IND-221301390669;3;Básica;R$ 1.586,02;1431.0;2022/7/1;1;R$82.799,81;1356.50; Agente;1;0.123;Debito_Auto
IND-221301165996;2;padrao;R$ 1.434;3405.0;03/02/2017;2;139124.37;1353.6;Telefone;1;0.1;DEB AUTO
IND-221303077745;5;BASICA;R$ 1.647,12;1981.0;2020-12-28;1;120.856,99;R$ 1.364,31;Agente;Sim;0.227;boleto
IND-221302723565;1;Padrão;R$ 1.328,91;2597.0;22 Apr 2019;4;R$ 103.568,81;R$1.224,08;Agente;OK;0.02;Debito_Auto
